Age,Density_Masculino_CN,Density_Femenino_CN
50.0,0.007456619554500188,0.010203705216128674
50.39393939393939,0.008327166831335065,0.011685362837830808
50.78787878787879,0.009206643643977143,0.013235285259238111
51.18181818181818,0.010085963579401653,0.014845000697408085
51.57575757575758,0.010957289560120119,0.016508529028049196
51.96969696969697,0.011814265964645389,0.018221901941994464
52.36363636363636,0.012652157798095622,0.019981887823944954
52.75757575757576,0.013467940523648749,0.02178408827242122
53.15151515151515,0.014260384228034337,0.02362073850175115
53.54545454545455,0.015030159774083009,0.025478662113483395
53.93939393939394,0.015779965940410447,0.027337866573211772
54.333333333333336,0.016514642639050628,0.0291711981258623
54.72727272727273,0.017241205863054967,0.030945305343827015
55.121212121212125,0.017968724730081764,0.03262291650617165
55.515151515151516,0.01870796684874954,0.03416616739230869
55.90909090909091,0.019470767362275022,0.03554048429974157
56.303030303030305,0.020269125592363782,0.03671838961613039
56.696969696969695,0.021114091881437955,0.03768259128936868
57.09090909090909,0.02201456312208298,0.03842784819638657
57.484848484848484,0.02297614515171573,0.038961340678977475
57.878787878787875,0.024000253077640248,0.039301561421706925
58.27272727272727,0.025083601662583395,0.03947600648276628
58.666666666666664,0.02621818912284828,0.03951812784075031
59.06060606060606,0.027391807720212547,0.039464071269626325
59.45454545454545,0.028589036681875825,0.039349665966130445
59.848484848484844,0.029792602103799058,0.03920798774822511
60.24242424242424,0.03098493751337399,0.03906763915424049
60.63636363636364,0.0321497558731586,0.03895173260347219
61.03030303030303,0.03327345091475474,0.03887746567752187
61.42424242424242,0.03434617855570578,0.03885615151663466
61.81818181818182,0.035362518966271676,0.03889359500054652
62.21212121212121,0.036321675806728605,0.03899075133229951
62.60606060606061,0.03722722119096489,0.03914463069017107
63.0,0.03808643594401716,0.039349398152334146
63.39393939393939,0.03890932167398697,0.039597563826733455
63.78787878787879,0.03970737495687829,0.03988108944373112
64.18181818181819,0.040492218133378326,0.040192193066577925
64.57575757575758,0.04127418037665157,0.04052364805207393
64.96969696969697,0.04206092055919311,0.04086846156087335
65.36363636363636,0.042856181830049356,0.04121896900281335
65.75757575757575,0.04365876627315978,0.04156555438282929
66.15151515151516,0.04446181440209328,0.04189534867433728
66.54545454545455,0.04525246575309187,0.042191319044205144
66.93939393939394,0.046011961164041826,0.042432112717207586
67.33333333333333,0.04671622350287567,0.04259286492903652
67.72727272727272,0.04733692228833078,0.04264695786923609
68.12121212121212,0.047842990865170354,0.042568485539274475
68.51515151515152,0.048202525433489636,0.04233500051622674
68.9090909090909,0.04838495647695874,0.04193004009032899
69.3030303030303,0.04836334820326826,0.041344970006417917
69.69696969696969,0.04811665375641139,0.040579830381976614
70.0909090909091,0.04763173663303949,0.03964307980089349
70.48484848484848,0.04690496559058004,0.03855035574067733
70.87878787878788,0.045943204862705096,0.037322549666154024
71.27272727272728,0.04476405618361769,0.03598359552909926
71.66666666666666,0.04339526433025204,0.03455837593153047
72.06060606060606,0.041873270854395905,0.033071069356468426
72.45454545454545,0.04024098504836314,0.031544121854916736
72.84848484848484,0.038544927468021226,0.029997864687689342
73.24242424242425,0.03683197821101733,0.02845065339903846
73.63636363636364,0.03514601845388948,0.026919303581865457
74.03030303030303,0.0335247805629055,0.025419560947927612
74.42424242424242,0.03199721436308423,0.023966369990050283
74.81818181818181,0.030581634520456612,0.02257378469895777
75.21212121212122,0.029284840664338715,0.02125447502414995
75.60606060606061,0.028102305722250396,0.020018898248658473
76.0,0.027019419239240953,0.018874300487868523
76.39393939393939,0.02601366261924671,0.017823771128606287
76.78787878787878,0.025057493756815045,0.016865581942176987
77.18181818181819,0.024121640187813723,0.015993002495107256
77.57575757575758,0.023178451964128443,0.015194703282752384
77.96969696969697,0.0222049548946569,0.014455753812540401
78.36363636363636,0.021185275142225547,0.013759114758695297
78.75757575757575,0.020112176474331507,0.013087431753176098
79.15151515151516,0.018987555481076553,0.012424880562049602
79.54545454545455,0.017821866153909384,0.011758800165435327
79.93939393939394,0.016632577303526182,0.011080884041682056
80.33333333333333,0.015441886004716535,0.010387774167991004
80.72727272727272,0.014273999849402271,0.009681002419554116
81.12121212121212,0.013152346410483344,0.008966330629655031
81.51515151515152,0.01209706279255877,0.008252632973809465
81.9090909090909,0.011123062625335618,0.007550525344103501
82.30303030303031,0.010238881871639516,0.006870965879723387
82.69696969696969,0.009446384636255599,0.006224027917171701
83.0909090909091,0.008741285750537018,0.0056179895047807635
83.48484848484848,0.008114338212534097,0.005058807254278576
83.87878787878788,0.007552956818972699,0.004549964562611222
84.27272727272728,0.007043014246508,0.004092621582650063
84.66666666666666,0.0065705542166378805,0.003685958055848366
85.06060606060606,0.0061232123267787346,0.003327594216438779
85.45454545454545,0.005691206828311407,0.0030139958552012425
85.84848484848484,0.005267844088525604,0.0027408077863657083
86.24242424242425,0.004849561653068947,0.0025031028863341494
86.63636363636363,0.004435593461075916,0.0022955694530254205
87.03030303030303,0.004027379291896584,0.00211267915617283
87.42424242424242,0.0036278518393429945,0.0019488779154337376
87.81818181818181,0.0032407228527332114,0.0017988249984534999
88.21212121212122,0.0028698611605497255,0.001657678466087916
88.6060606060606,0.0025188184931818148,0.0015213971899481022
89.0,0.0021905220871370145,0.0013870100296220296
