Age,Density_Masculino_MCI,Density_Femenino_MCI
50.0,0.003614823601861918,0.008690582169004247
50.4040404040404,0.003715961283286438,0.009835249261710605
50.80808080808081,0.0038035374104219122,0.01102520602459708
51.21212121212121,0.003884797847729376,0.01224852717071912
51.61616161616162,0.003968709875569746,0.01349386473934089
52.02020202020202,0.004065587398012101,0.014751575158222728
52.42424242424242,0.004186639748894145,0.016014868613849195
52.82828282828283,0.00434348523800487,0.017280848132119747
53.23232323232323,0.004547673606377164,0.018551285011570145
53.63636363636363,0.004810259515108693,0.019832975513894756
54.04040404040404,0.005141462175803003,0.021137546357636334
54.44444444444444,0.005550434927475574,0.022480625200172143
54.84848484848485,0.006045154169969812,0.023880363731035647
55.25252525252525,0.0066324211558596476,0.025355387085420282
55.656565656565654,0.007317954519690696,0.026922331886267897
56.06060606060606,0.008106537923572334,0.028593212167684096
56.464646464646464,0.009002177519797447,0.030372904076886417
56.868686868686865,0.01000821946447463,0.03225705610850523
57.27272727272727,0.011127379396727208,0.034230706496000914
57.676767676767675,0.012361643989010067,0.03626782452996644
58.08080808080808,0.013712019083454876,0.03833189566040452
58.484848484848484,0.015178118570006194,0.04037755410086645
58.888888888888886,0.016757611366334458,0.042353147112759434
59.292929292929294,0.01844556835544882,0.04420400839341884
59.696969696969695,0.020233774200682172,0.04587613798423823
60.101010101010104,0.02211008764171848,0.04731994254058157
60.505050505050505,0.02405794530814205,0.048493686873019304
60.90909090909091,0.02605610582435371,0.04936634390246146
61.313131313131315,0.028078721372008862,0.04991959911075165
61.717171717171716,0.030095802404020103,0.05014885715836977
62.121212121212125,0.03207410872596354,0.050063200671207196
62.525252525252526,0.03397845901657393,0.049684352253608725
62.92929292929293,0.035773404787852646,0.049044779926281555
63.333333333333336,0.03742516863368946,0.04818515518969091
63.73737373737374,0.038903705848303355,0.047151416505598884
64.14141414141415,0.04018471855068029,0.04599170695984596
64.54545454545455,0.04125143701905307,0.04475344385402651
64.94949494949495,0.042095987262425236,0.04348074306372069
65.35353535353535,0.042720188156613846,0.042212367275624246
65.75757575757575,0.043135664610144835,0.0409803012448745
66.16161616161617,0.04336322165531901,0.039808986520172264
66.56565656565657,0.043431492420556224,0.03871518052705721
66.96969696969697,0.043374943456312195,0.037708347942284025
67.37373737373737,0.04323138601570965,0.03679145216739091
67.77777777777777,0.04303919410364953,0.03596199555983119
68.18181818181819,0.04283446316877222,0.03521316021837685
68.58585858585859,0.04264835311382064,0.03453492459278574
68.98989898989899,0.04250484442883983,0.033915069818333525
69.39393939393939,0.04241909819956292,0.03334003569154291
69.79797979797979,0.04239655372392667,0.03279563045308344
70.20202020202021,0.04243282787012571,0.03226763215280146
70.60606060606061,0.04251440585555412,0.03174233555322347
71.01010101010101,0.04262004188420309,0.031207094165643816
71.41414141414141,0.04272272744633376,0.03065088361448549
71.81818181818181,0.0427920409018287,0.030064876221926336
72.22222222222223,0.04279666789811433,0.02944297716088618
72.62626262626263,0.042706879389540944,0.028782240882654433
73.03030303030303,0.04249677126100518,0.028083072776340805
73.43434343434343,0.0421461034651581,0.027349131405961097
73.83838383838383,0.04164162232104485,0.026586881817256002
74.24242424242425,0.040977801584786804,0.02580480470791926
74.64646464646465,0.04015699044716239,0.025012328847735337
75.05050505050505,0.0391890047064385,0.024218611280182788
75.45454545454545,0.038090237069607374,0.023431328190095486
75.85858585858585,0.03688239129047851,0.02265564925622468
76.26262626262627,0.035590961553173456,0.021893546396674683
76.66666666666667,0.03424358340146079,0.021143537781922343
77.07070707070707,0.03286837695783681,0.02040089983856476
77.47474747474747,0.031492389317746734,0.019658307524128685
77.87878787878788,0.030140223415431724,0.018906800694107953
78.28282828282829,0.02883291798346086,0.018136933261109964
78.68686868686868,0.02758711988080568,0.017339948031911728
79.0909090909091,0.02641456799357253,0.016508833234153947
79.4949494949495,0.025321888465168477,0.015639150820077972
79.8989898989899,0.024310684895558564,0.014729572100721094
80.3030303030303,0.023377894489584095,0.013782102710930715
80.7070707070707,0.02251637162282806,0.01280201765715898
81.11111111111111,0.02171565338265548,0.011797553079675355
81.51515151515152,0.020962856760457917,0.01077941327008414
81.91919191919192,0.020243653912159786,0.00976015180757978
82.32323232323233,0.01954327014878242,0.008753478858685538
82.72727272727272,0.018847449266308904,0.007773537525931026
83.13131313131314,0.01814333292067518,0.006834184334297578
83.53535353535354,0.01742020553699669,0.0059483042958018975
83.93939393939394,0.016670064134652454,0.005127189296806729
84.34343434343435,0.015887983552947817,0.004380008200183327
84.74747474747474,0.015072261502395465,0.003713395921023496
85.15151515151516,0.014224343738161555,0.0031311850645530737
85.55555555555556,0.01334854607624795,0.002634296711593425
85.95959595959596,0.012451605272008998,0.00222079692909851
86.36363636363636,0.01154210323509709,0.001886113798968183
86.76767676767676,0.010629817192221645,0.0016233978597565472
87.17171717171718,0.00972505126492851,0.0014239984370412388
87.57575757575758,0.008838002227464848,0.001278020556241231
87.97979797979798,0.007978204420558204,0.0011749225606777181
88.38383838383838,0.0071540870663499515,0.0011041132551904316
88.78787878787878,0.006372663188932984,0.0010555090968085666
89.1919191919192,0.005639354842805524,0.001020016279598993
89.5959595959596,0.004957946161470399,0.0009899091451606582
90.0,0.004330645295152896,0.0009590848490809016
